Symbol,Security Name,Exchange
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",NASDAQ
FDCF,Fidelity Disruptive Communications ETF,NASDAQ
FDFF,Fidelity Disruptive Finance ETF,NASDAQ
FDIF,Fidelity Disruptors ETF,NASDAQ
FDIG,Fidelity Crypto Industry and Digital Payments ETF,NASDAQ
FDIQ,Invesco Bloomberg Financial Data Providers ETF,NASDAQ
FDIV,MarketDesk Focused U.S. Dividend ETF,NASDAQ
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",NASDAQ
FDNI,First Trust Dow Jones International Internet ETF,NASDAQ
FDRS,Founder-Led ETF,NASDAQ
FDRX,Founder-Led 2X Daily ETF,NASDAQ
FDSB,"Fifth District Bancorp, Inc. - Common Stock",NASDAQ
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,NASDAQ
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,NASDAQ
FDTX,Fidelity Disruptive Technology ETF,NASDAQ
FDUS,Fidus Investment Corporation - Closed End Fund,NASDAQ
FEAM,"5E Advanced Materials, Inc. - Common Stock",NASDAQ
FEAT,YieldMax Dorsey Wright Featured 5 Income ETF,NASDAQ
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,NASDAQ
FEED,"ENvue Medical, Inc. - Common Stock",NASDAQ
FEIM,"Frequency Electronics, Inc. - Common Stock",NASDAQ
FELE,"Franklin Electric Co., Inc. - Common Stock",NASDAQ
FEM,First Trust Emerging Markets AlphaDEX Fund,NASDAQ
FEMB,First Trust Emerging Markets Local Currency Bond ETF,NASDAQ
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,NASDAQ
FEMY,Femasys Inc. - Common Stock,NASDAQ
FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ
FEP,First Trust Europe AlphaDEX Fund,NASDAQ
FEPI,REX FANG & Innovation Equity Premium Income ETF,NASDAQ
FER,Ferrovial SE - Ordinary Shares,NASDAQ
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,NASDAQ
FERAR,Fifth Era Acquisition Corp I - Rights,NASDAQ
FERAU,Fifth Era Acquisition Corp I - Units,NASDAQ
FEUZ,First Trust Eurozone AlphaDEX ETF,NASDAQ
FEX,First Trust Large Cap Core AlphaDEX Fund,NASDAQ
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,NASDAQ
FFAIW,Faraday Future Intelligent Electric Inc. - Warrant,NASDAQ
FFBC,First Financial Bancorp. - Common Stock,NASDAQ
FFIC,Flushing Financial Corporation - Common Stock,NASDAQ
FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ
FFIV,"F5, Inc. - Common Stock",NASDAQ
FFUT,Fidelity Managed Futures ETF,NASDAQ
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",NASDAQ
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",NASDAQ
FGI,FGI Industries Ltd. - Ordinary Shares,NASDAQ
FGII,FG Imperii Acquisition Corp. - Class A Ordinary Shares,NASDAQ
FGIIU,FG Imperii Acquisition Corp. - Units,NASDAQ
FGIIW,FG Imperii Acquisition Corp. - Warrants,NASDAQ
FGIWW,FGI Industries Ltd. - warrant,NASDAQ
FGL,Founder Group Limited - Class A Ordinary Shares,NASDAQ
FGM,First Trust Germany AlphaDEX Fund,NASDAQ
FGMC,FG Merger II Corp. - Common stock,NASDAQ
FGMCR,FG Merger II Corp. - Rights,NASDAQ
FGMCU,FG Merger II Corp. - Unit,NASDAQ
FGNX,FG Nexus Inc. - Common Stock,NASDAQ
FGNXP,FG Nexus Inc. - 8.00% Cumulative Series A Preferred Stock,NASDAQ
FGSI,FT Vest Growth Strength & Target Income ETF,NASDAQ
FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ
FHTX,Foghorn Therapeutics Inc. - Common Stock,NASDAQ
FIBK,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ
FICS,First Trust International Developed Capital Strength ETF,NASDAQ
FID,First Trust S&P International Dividend Aristocrats ETF,NASDAQ
FIEE,"FiEE, Inc - Common Stock",NASDAQ
FIGG,Leverage Shares 2x Long FIG Daily ETF,NASDAQ
FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",NASDAQ
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,NASDAQ
FIGXU,FIGX Capital Acquisition Corp. - Units,NASDAQ
FIGXW,FIGX Capital Acquisition Corp. - one-half of one redeemable warrant.,NASDAQ
FINW,FinWise Bancorp - Common Stock,NASDAQ
FINX,Global X FinTech ETF,NASDAQ
FIP,FTAI Infrastructure Inc. - Common Stock,NASDAQ
FISI,"Financial Institutions, Inc. - Common Stock",NASDAQ
FISV,"Fiserv, Inc. - Common Stock",NASDAQ
FITB,Fifth Third Bancorp - Common Stock,NASDAQ
FITBI,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I,NASDAQ
FITBM,"Fifth Third Bancorp - Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series M",NASDAQ
FITBO,"Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K",NASDAQ
FITBP,"Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A",NASDAQ
FIVE,"Five Below, Inc. - Common Stock",NASDAQ
FIVN,"Five9, Inc. - Common Stock",NASDAQ
FIVY,YieldMax Dorsey Wright Hybrid 5 Income ETF,NASDAQ
FIXD,First Trust Smith Opportunistic Fixed Income ETF,NASDAQ
FIZZ,National Beverage Corp. - Common Stock,NASDAQ
FJP,First Trust Japan AlphaDEX Fund,NASDAQ
FKU,First Trust United Kingdom AlphaDEX Fund,NASDAQ
FKWL,Franklin Wireless Corp. - common stock,NASDAQ
FLD,"Fold Holdings, Inc. - Class A Common Stock",NASDAQ
FLDB,Fidelity Low Duration Bond ETF,NASDAQ
FLDDW,"Fold Holdings, Inc. - Warrant",NASDAQ
FLEX,Flex Ltd. - Ordinary Shares,NASDAQ
FLGT,"Fulgent Genetics, Inc. - Common Stock",NASDAQ
FLL,"Full House Resorts, Inc. - Common Stock",NASDAQ
FLN,First Trust Latin America AlphaDEX Fund,NASDAQ
FLNA,"Filana Therapeutics, Inc. - Common Stock",NASDAQ
FLNC,"Fluence Energy, Inc. - Class A Common Stock",NASDAQ
FLNT,"Fluent, Inc. - Common Stock",NASDAQ
FLUX,"Flux Power Holdings, Inc. - Common Stock",NASDAQ
FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",NASDAQ
FLX,BingEx Limited - American Depositary Shares,NASDAQ
FLXS,"Flexsteel Industries, Inc. - Common Stock",NASDAQ
FLY,Firefly Aerospace Inc. - Common Stock,NASDAQ
FLYE,"Fly-E Group, Inc. - Common Stock",NASDAQ
FLYW,Flywire Corporation - Voting Common Stock,NASDAQ
FMACU,Future Money Acquisition Corporation - Units,NASDAQ
FMAO,"Farmers & Merchants Bancorp, Inc. - Common Stock",NASDAQ
FMB,First Trust Managed Municipal ETF,NASDAQ
FMBH,"First Mid Bancshares, Inc. - Common Stock",NASDAQ
FMED,Fidelity Disruptive Medicine ETF,NASDAQ
FMET,Fidelity Metaverse ETF,NASDAQ
FMFC,Kandal M Venture Limited - Class A ordinary Shares,NASDAQ
FMHI,First Trust Municipal High Income ETF,NASDAQ
FMNB,Farmers National Banc Corp. - Common Stock,NASDAQ
FMST,Foremost Clean Energy Ltd. - Common Shares,NASDAQ
FMSTW,Foremost Clean Energy Ltd. - Warrant,NASDAQ
FMTM,MarketDesk Focused U.S. Momentum ETF,NASDAQ
FMUB,Fidelity Municipal Bond Opportunities ETF,NASDAQ
FMUN,Fidelity Systematic Municipal Bond Index ETF,NASDAQ
FNGR,"FingerMotion, Inc. - common stock",NASDAQ
FNK,First Trust Mid Cap Value AlphaDEX Fund,NASDAQ
FNKO,"Funko, Inc. - Class A Common Stock",NASDAQ
FNLC,"First Bancorp, Inc (ME) - Common Stock",NASDAQ
FNUC,Frontier Nuclear and Minerals Inc. - Common Shares,NASDAQ
FNWB,First Northwest Bancorp - Common Stock,NASDAQ
FNWD,Finward Bancorp - common stock,NASDAQ
FNX,First Trust Mid Cap Core AlphaDEX Fund,NASDAQ
FNY,First Trust Mid Cap Growth AlphaDEX Fund,NASDAQ
FOFO,"Hang Feng Technology Innovation Co., Ltd. - Ordinary Shares",NASDAQ
FOLD,"Amicus Therapeutics, Inc. - Common Stock",NASDAQ
FONR,Fonar Corporation - Common Stock,NASDAQ
FORA,Forian Inc. - Common Stock,NASDAQ
FORM,"FormFactor, Inc. - Common Stock",NASDAQ
FORR,"Forrester Research, Inc. - Common Stock",NASDAQ
FORTY,Formula Systems (1985) Ltd. - American Depositary Shares,NASDAQ
FOSL,"Fossil Group, Inc. - Common Stock",NASDAQ
FOX,Fox Corporation - Class B Common Stock,NASDAQ
FOXA,Fox Corporation - Class A Common Stock,NASDAQ
FOXF,Fox Factory Holding Corp. - Common Stock,NASDAQ
FOXX,Foxx Development Holdings Inc. - Common Stock,NASDAQ
FOXXW,Foxx Development Holdings Inc. - Warrant,NASDAQ
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,NASDAQ
FPXE,First Trust IPOX Europe Equity Opportunities ETF,NASDAQ
FPXI,First Trust International Equity Opportunities ETF,NASDAQ
FRAF,Franklin Financial Services Corporation - Common Stock,NASDAQ
FRBA,First Bank  - Common Stock,NASDAQ
FRD,Friedman Industries Inc. - Common Stock,NASDAQ
FRDD,Direxion Daily F Bear 1X ETF,NASDAQ
FRDU,Direxion Daily F Bull 2X ETF,NASDAQ
FRGT,"Freight Technologies, Inc. - Ordinary Shares",NASDAQ
FRHC,Freedom Holding Corp. - Common Stock,NASDAQ
FRME,First Merchants Corporation - Common Stock,NASDAQ
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",NASDAQ
FRMI,Fermi Inc. - Common Stock,NASDAQ
FRMM,"Forum Markets, Incorporated - Common Stock",NASDAQ
FROG,JFrog Ltd. - Ordinary shares,NASDAQ
FRPH,"FRP Holdings, Inc. - Common Stock",NASDAQ
FRPT,"Freshpet, Inc. - Common Stock",NASDAQ
FRSH,Freshworks Inc. - Class A Common Stock,NASDAQ
FRST,Primis Financial Corp. - Common Stock,NASDAQ
FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,NASDAQ
FRWD,Nomura Transformational Technologies ETF,NASDAQ
FSBC,Five Star Bancorp - Common Stock,NASDAQ
FSBW,"FS Bancorp, Inc. - Common Stock",NASDAQ
FSCS,First Trust SMID Capital Strength ETF,NASDAQ
FSEA,"First Seacoast Bancorp, Inc. - Common Stock",NASDAQ
FSGS,First Trust SMID Growth Strength ETF,NASDAQ
FSHP,Flag Ship Acquisition Corp. - Ordinary Shares,NASDAQ
FSHPR,Flag Ship Acquisition Corp. - Right,NASDAQ
FSHPU,Flag Ship Acquisition Corp. - Unit,NASDAQ
FSLR,"First Solar, Inc. - Common Stock",NASDAQ
FSLY,"Fastly, Inc. - Class A Common Stock",NASDAQ
FSTR,L.B. Foster Company - Common Stock,NASDAQ
FSUN,FirstSun Capital Bancorp - Common Stock,NASDAQ
FSV,FirstService Corporation - Common Shares,NASDAQ
FSZ,First Trust Switzerland AlphaDEX Fund,NASDAQ
FTA,First Trust Large Cap Value AlphaDEX Fund,NASDAQ
FTAG,First Trust Indxx Global Agriculture ETF,NASDAQ
FTAI,FTAI Aviation Ltd. - Common Stock,NASDAQ
FTAIM,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,NASDAQ
FTAIN,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,NASDAQ
FTC,First Trust Large Cap Growth AlphaDEX Fund,NASDAQ
FTCI,"FTC Solar, Inc. - Common Stock",NASDAQ
FTCS,First Trust Capital Strength ETF,NASDAQ
FTDR,"Frontdoor, Inc. - Common Stock",NASDAQ
FTDS,First Trust Dividend Strength ETF,NASDAQ
FTEK,"Fuel Tech, Inc. - Common Stock",NASDAQ
FTFT,Future FinTech Group Inc. - Common Stock,NASDAQ
FTGC,First Trust Global Tactical Commodity Strategy Fund,NASDAQ
FTGS,First Trust Growth Strength ETF,NASDAQ
FTHI,First Trust BuyWrite Income ETF,NASDAQ
FTHM,Fathom Holdings Inc. - Common Stock,NASDAQ
FTLF,"FitLife Brands, Inc. - Common Stock",NASDAQ
FTNT,"Fortinet, Inc. - Common Stock",NASDAQ
FTQI,First Trust Nasdaq BuyWrite Income ETF,NASDAQ
FTRE,Fortrea Holdings Inc. - Common Stock,NASDAQ
FTRI,First Trust Indxx Global Natural Resources Income ETF,NASDAQ
FTRK,FAST TRACK GROUP - Ordinary shares,NASDAQ
FTSL,First Trust Senior Loan Fund,NASDAQ
FTSM,First Trust Enhanced Short Maturity ETF,NASDAQ
FTXG,First Trust Nasdaq Food & Beverage ETF,NASDAQ
FTXH,First Trust Nasdaq Pharmaceuticals ETF,NASDAQ
FTXL,First Trust Nasdaq Semiconductor ETF,NASDAQ
FTXN,First Trust Nasdaq Oil & Gas ETF,NASDAQ
FTXO,First Trust Nasdaq Bank ETF,NASDAQ
FTXR,First Trust Nasdaq Transportation ETF,NASDAQ
FUFU,BitFuFu Inc. - Class A Ordinary Shares,NASDAQ
FUFUW,BitFuFu Inc. - Warrant,NASDAQ
FULC,"Fulcrum Therapeutics, Inc. - Common Stock",NASDAQ
FULT,Fulton Financial Corporation - Common Stock,NASDAQ
FULTP,"Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NASDAQ
FUNC,First United Corporation - Common Stock,NASDAQ
FUND,"Sprott Focus Trust, Inc. - Closed End Fund",NASDAQ
FUSB,"First US Bancshares, Inc. - Common Stock",NASDAQ
FUSE,Fusemachines Inc. - Common stock,NASDAQ
FUSEW,Fusemachines Inc. - Warrants,NASDAQ
FUTG,Leverage Shares 2x Long FUTU Daily ETF,NASDAQ
FUTU,Futu Holdings Limited - American Depositary Shares,NASDAQ
FV,First Trust Dorsey Wright Focus 5 ETF,NASDAQ
FVAV,Fortress Value Acquisition Corp. V - Class A Ordinary Shares,NASDAQ
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,NASDAQ
FVCB,"FVCBankcorp, Inc. - Common Stock",NASDAQ
FVN,Future Vision II Acquisition Corporation - Ordinary Shares,NASDAQ
FVNNR,Future Vision II Acquisition Corporation - Right,NASDAQ
FVNNU,Future Vision II Acquisition Corporation - Units,NASDAQ
FWDI,"Forward Industries, Inc. - Common Stock",NASDAQ
FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,NASDAQ
FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,NASDAQ
FWRD,Forward Air Corporation - Common Stock,NASDAQ
FWRG,"First Watch Restaurant Group, Inc. - Common Stock",NASDAQ
FXNC,First National Corporation - Common Stock,NASDAQ
FYC,First Trust Small Cap Growth AlphaDEX Fund,NASDAQ
FYT,First Trust Small Cap Value AlphaDEX Fund,NASDAQ
FYX,First Trust Small Cap Core AlphaDEX Fund,NASDAQ
GABC,"German American Bancorp, Inc. - Common Stock",NASDAQ
GAIA,"Gaia, Inc. - Class A Common Stock",NASDAQ
GAIN,Gladstone Investment Corporation - Business Development Company,NASDAQ
GAING,Gladstone Investment Corporation - 7.125% Notes due 2031,NASDAQ
GAINI,Gladstone Investment Corporation - 7.875% Notes due 2030,NASDAQ
GAINN,Gladstone Investment Corporation - 5.00% Notes Due 2026,NASDAQ
GAINZ,Gladstone Investment Corporation - 4.875% Notes due 2028,NASDAQ
GALT,Galectin Therapeutics Inc. - Common Stock,NASDAQ
GAMB,Gambling.com Group Limited - Ordinary Shares,NASDAQ
GAME,"GameSquare Holdings, Inc. - Common stock",NASDAQ
GANX,"Gain Therapeutics, Inc. - Common Stock",NASDAQ
GARY,Mango Growth ETF,NASDAQ
GASS,"StealthGas, Inc. - common stock",NASDAQ
GAUZ,Gauzy Ltd. - Ordinary Shares,NASDAQ
GAVA,Grayscale Avalanche Staking ETF,NASDAQ
GBDC,"Golub Capital BDC, Inc. - Closed End Fund",NASDAQ
GBFH,GBank Financial Holdings Inc. - Common Stock,NASDAQ
GBLI,"Global Indemnity Group, LLC - Class A Common Shares",NASDAQ
GBUG,Sprott Active Gold & Silver Miners ETF,NASDAQ
GCBC,"Greene County Bancorp, Inc. - Common Stock",NASDAQ
GCL,GCL Global Holdings Ltd - Ordinary Shares,NASDAQ
GCLWW,GCL Global Holdings Ltd - Warrants,NASDAQ
GCMG,GCM Grosvenor Inc. - Class A Common Stock,NASDAQ
GCT,GigaCloud Technology Inc - Class A Ordinary Shares,NASDAQ
GCTK,"GlucoTrack, Inc. - Common Stock",NASDAQ
GDC,GD Culture Group Limited - Common Stock,NASDAQ
GDEN,"Golden Entertainment, Inc. - Common Stock",NASDAQ
GDEV,GDEV Inc. - Ordinary Shares,NASDAQ
GDEVW,GDEV Inc. - Warrant,NASDAQ
GDHG,Golden Heaven Group Holdings Ltd.  - Class A Ordinary Shares,NASDAQ
GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",NASDAQ
GDS,GDS Holdings Limited - American Depositary Shares,NASDAQ
GDTC,CytoMed Therapeutics Limited - Ordinary Shares,NASDAQ
GDYN,"Grid Dynamics Holdings, Inc. - Class A Common Stock",NASDAQ
GECC,Great Elm Capital Corp. - Closed End Fund,NASDAQ
GECCG,Great Elm Capital Corp. - 7.75% Notes Due 2030,NASDAQ
GECCH,Great Elm Capital Corp. - 8.125% Notes Due 2029,NASDAQ
GECCI,Great Elm Capital Corp. - 8.50% NOTES DUE 2029,NASDAQ
GECCO,Great Elm Capital Corp. - 5.875% Notes due 2026,NASDAQ
GEG,"Great Elm Group, Inc.  - Common Stock",NASDAQ
GEGGL,"Great Elm Group, Inc.  - 7.25% Notes due 2027",NASDAQ
GEHC,GE HealthCare Technologies Inc. - Common Stock,NASDAQ
GELS,Gelteq Limited - Ordinary Shares,NASDAQ
GEME,Pacific North of South EM Equity Active ETF,NASDAQ
GEMG,Leverage Shares 2X Long GEMI Daily ETF,NASDAQ
GEMI,"Gemini Space Station, Inc. - Class A Common Stock",NASDAQ
GEN,Gen Digital Inc. - Common Stock,NASDAQ
GENB,"Generate Biomedicines, Inc. - Common Stock",NASDAQ
GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",NASDAQ
GENVR,Gen Digital Inc. - Contingent Value Rights,NASDAQ
GEOS,Geospace Technologies Corporation - Common Stock,NASDAQ
GERN,Geron Corporation - Common Stock,NASDAQ
GEVG,Leverage Shares 2X Long GEV Daily ETF,NASDAQ
GEVO,"Gevo, Inc. - Common Stock",NASDAQ
GEW,Cambria Global EW ETF,NASDAQ
GFAI,"Guardforce AI Co., Limited - Ordinary Shares",NASDAQ
GFAIW,"Guardforce AI Co., Limited - Warrant",NASDAQ
GFGF,Guru Favorite Stocks ETF,NASDAQ
GFLW,VictoryShares Free Cash Flow Growth ETF,NASDAQ
GFS,GlobalFoundries Inc. - Ordinary Share,NASDAQ
GGAL,"Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying",NASDAQ
GGLL,Direxion Daily GOOGL Bull 2X ETF,NASDAQ
GGLS,Direxion Daily GOOGL Bear 1X ETF,NASDAQ
GGR,Gogoro Inc. - Ordinary Shares,NASDAQ
GGROW,Gogoro Inc. - Warrant,NASDAQ
GGRP,"The Glimpse Group, Inc. - Common Stock",NASDAQ
GH,"Guardant Health, Inc. - Common Stock",NASDAQ
GHRS,GH Research PLC - Ordinary Shares,NASDAQ
GIBO,GIBO Holdings Limited - Class A Ordinary Shares,NASDAQ
GIBOW,GIBO Holdings Limited - Warrants,NASDAQ
GIFT,"Giftify, Inc. - Common Stock",NASDAQ
GIG,GigCapital7 Corp. - Class A Ordinary Share,NASDAQ
GIGGU,GigCapital7 Corp. - Unit,NASDAQ
GIGGW,GigCapital7 Corp. - Warrant,NASDAQ
GIGM,GigaMedia Limited - Ordinary Shares,NASDAQ
GIII,"G-III Apparel Group, LTD. - Common Stock",NASDAQ
GILD,"Gilead Sciences, Inc. - Common Stock",NASDAQ
GILT,Gilat Satellite Networks Ltd. - Ordinary Shares,NASDAQ
GIND,Goldman Sachs India Equity ETF,NASDAQ
GINX,SGI Enhanced Global Income ETF,NASDAQ
GIPR,Generation Income Properties Inc. - Common stock,NASDAQ
GIPRW,Generation Income Properties Inc. - Warrant,NASDAQ
GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",NASDAQ
GIW,GigCapital8 Corp. - Class A Ordinary Shares,NASDAQ
GIWWR,GigCapital8 Corp. - Rights,NASDAQ
GIWWU,GigCapital8 Corp. - Units,NASDAQ
GIX,GigCapital9 Corp. - Class A Ordinary Share,NASDAQ
GIXXR,GigCapital9 Corp. - Rights,NASDAQ
GIXXU,GigCapital9 Corp. - Units,NASDAQ
GKAT,Scharf Global Opportunity ETF,NASDAQ
GLAD,Gladstone Capital Corporation - Closed End Fund,NASDAQ
GLBE,Global-E Online Ltd. - ordinary shares,NASDAQ
GLBS,Globus Maritime Limited - Common Stock,NASDAQ
GLCR,GlacierShares Nasdaq Iceland ETF,NASDAQ
GLDB,IDX Alternative FIAT ETF,NASDAQ
GLDI,"ETRACS Gold Shares Covered Call ETNs due February 2, 2033",NASDAQ
GLDY,Defiance Gold Enhanced Options Income ETF,NASDAQ
GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,NASDAQ
GLGG,Leverage Shares 2X Long GLXY Daily ETF,NASDAQ
GLIBA,"GCI Liberty, Inc. - Series A GCI Group Common Stock",NASDAQ
GLIBK,"GCI Liberty, Inc. - Series C GCI Group Common Stock",NASDAQ
GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,NASDAQ
GLND,Greenland Energy Company - Common Stock,NASDAQ
GLNG,Golar LNG Limited - Common Shares,NASDAQ
GLOO,"Gloo Holdings, Inc. - Common Stock",NASDAQ
GLOW,VictoryShares WestEnd Global Equity ETF,NASDAQ
GLPG,Galapagos NV - American Depositary Shares,NASDAQ
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",NASDAQ
GLRE,"Greenlight Reinsurance, Ltd. - Class A Ordinary Shares",NASDAQ
GLSI,"Greenwich LifeSciences, Inc. - Common stock",NASDAQ
GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",NASDAQ
GLWG,Leverage Shares 2X Long GLW Daily ETF,NASDAQ
GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,NASDAQ
GLXY,Galaxy Digital Inc. - Class A common stock,NASDAQ
GMAB,Genmab A/S - American Depositary Shares,NASDAQ
GMEX,GMEX ROBOTICS CORPORATION - Class A Ordinary Shares,NASDAQ
GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,NASDAQ
GMM,Global Mofy AI Limited  - Class A Ordinary Shares,NASDAQ
GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",NASDAQ
GNLX,Genelux Corporation - Common Stock,NASDAQ
GNMA,iShares GNMA Bond ETF,NASDAQ
GNOM,Global X Genomics & Biotechnology ETF,NASDAQ
GNPX,"Genprex, Inc. - Common Stock",NASDAQ
GNSS,Genasys Inc. - Common Stock,NASDAQ
GNTA,Genenta Science S.p.A. - American Depositary Shares,NASDAQ
GNTX,Gentex Corporation - Common Stock,NASDAQ
GO,Grocery Outlet Holding Corp. - Common Stock,NASDAQ
GOAI,Eva Live Inc. - Common Stock,NASDAQ
GOCO,"GoHealth, Inc. - Class A Common Stock",NASDAQ
GOGO,Gogo Inc. - Common Stock,NASDAQ
GOOD,Gladstone Commercial Corporation - Real Estate Investment Trust,NASDAQ
GOODN,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock,NASDAQ
GOODO,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share",NASDAQ
GOOG,Alphabet Inc. - Class C Capital Stock,NASDAQ
GOOGL,Alphabet Inc. - Class A Common Stock,NASDAQ
GOSS,"Gossamer Bio, Inc. - Common Stock",NASDAQ
GOU,GraniteShares 2x Long GOOGL Daily ETF,NASDAQ
GOVI,Invesco Equal Weight 0-30 Year Treasury ETF,NASDAQ
GOVX,"GeoVax Labs, Inc. - Common Stock",NASDAQ
GP,GreenPower Motor Company Inc. - Common Shares,NASDAQ
GPAC,General Purpose Acquisition Corp. - Class A Ordinary Shares,NASDAQ
GPACU,General Purpose Acquisition Corp. - Units,NASDAQ
GPACW,General Purpose Acquisition Corp. - Warrant,NASDAQ
GPAT,GP-Act III Acquisition Corp. - Class A Ordinary Share,NASDAQ
GPATU,GP-Act III Acquisition Corp. - Units,NASDAQ
GPATW,GP-Act III Acquisition Corp. - Warrants,NASDAQ
GPCR,Structure Therapeutics Inc. - American Depositary Shares,NASDAQ
GPIQ,Goldman Sachs Nasdaq-100 Premium Income ETF,NASDAQ
GPIX,Goldman Sachs S&P 500 Premium Income ETF,NASDAQ
GPRE,"Green Plains, Inc. - Common Stock",NASDAQ
GPRF,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,NASDAQ
GPRO,"GoPro, Inc. - Class A Common Stock",NASDAQ
GPT,Intelligent Alpha Atlas ETF,NASDAQ
GQQQ,Astoria US Quality Growth Kings ETF,NASDAQ
GRAB,Grab Holdings Limited - Class A Ordinary Shares,NASDAQ
GRABW,Grab Holdings Limited - Warrant,NASDAQ
GRAG,Leverage Shares 2X Long GRAB Daily ETF,NASDAQ
GRAL,"GRAIL, Inc. - Common Stock",NASDAQ
GRAN,Grande Group Limited - Class A Ordinary Shares,NASDAQ
GRCE,"Grace Therapeutics, Inc. - Common Stock",NASDAQ
GRDX,GridAI Technologies Corp.  - Common Stock,NASDAQ
